13.0,5.185031308776393e-16
13.333333333333334,3.3168373976841076e-09
13.666666666666666,5.699690451075592e-19
14.0,4.0354508594786994e-26
14.333333333333334,5.083501470855818e-21
14.666666666666666,2.954019431734012e-17
15.0,7.191593943837665e-16
15.333333333333334,9.915467997027836e-15
15.666666666666666,7.023889679326998e-15
16.0,8.873506519274873e-15
16.333333333333332,6.294698325304459e-16
16.666666666666668,4.9769491833851886e-17
17.0,8.303519877922998e-19
17.333333333333332,2.3369558133810587e-13
17.666666666666668,3.615420398166197e-08
18.0,2.5922196343909155e-10
18.333333333333332,5.797727368441772e-14
18.666666666666668,8.6703988943748e-14
19.0,1.8560127120374128e-09
